label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
V,0.267751,0.555229,0.000000,0.300672,0.497845,-0.027629,0.353301,0.495211,-0.038550,0.381234,0.549514,-0.048999,0.404130,0.598636,-0.057964,0.436355,0.526464,-0.018004,0.505951,0.515220,-0.041011,0.550219,0.509807,-0.059032,0.586643,0.509937,-0.071750,0.426749,0.582055,-0.021301,0.504379,0.606372,-0.043984,0.554097,0.623060,-0.061863,0.593640,0.637039,-0.072770,0.401306,0.623563,-0.028264,0.456257,0.654941,-0.066285,0.414179,0.624434,-0.072315,0.378377,0.605287,-0.066696,0.365729,0.656608,-0.036971,0.394369,0.667381,-0.075582,0.363174,0.631673,-0.078245,0.333843,0.608217,-0.071375
V,0.295339,0.522266,0.000000,0.332966,0.472631,-0.027858,0.381434,0.462395,-0.042190,0.408387,0.506955,-0.056924,0.429707,0.553964,-0.070152,0.457483,0.505131,-0.020509,0.523937,0.494610,-0.045681,0.565718,0.493094,-0.064637,0.600473,0.495982,-0.077634,0.449541,0.557455,-0.024650,0.527784,0.580862,-0.048976,0.573733,0.595062,-0.065499,0.609654,0.607350,-0.075416,0.424587,0.596317,-0.032648,0.476317,0.622195,-0.068839,0.438840,0.588558,-0.073244,0.406032,0.565940,-0.067448,0.387980,0.626898,-0.042961,0.417359,0.635152,-0.075440,0.392165,0.597529,-0.075921,0.365878,0.571114,-0.069355
V,0.343921,0.494485,0.000000,0.377498,0.450831,-0.023601,0.423242,0.445278,-0.033648,0.450011,0.487685,-0.044137,0.471882,0.528837,-0.053499,0.496081,0.474308,-0.015391,0.558829,0.463495,-0.035386,0.597569,0.460463,-0.050468,0.629189,0.463111,-0.061110,0.489528,0.522993,-0.018678,0.561371,0.542055,-0.037929,0.603457,0.555725,-0.051202,0.635769,0.566144,-0.059388,0.467806,0.561044,-0.025426,0.515968,0.584110,-0.056612,0.482532,0.557294,-0.061746,0.452636,0.537765,-0.057865,0.435320,0.591829,-0.034091,0.460783,0.598042,-0.063684,0.437091,0.564509,-0.065823,0.412600,0.540197,-0.061353
V,0.368996,0.518425,0.000000,0.399808,0.474120,-0.024687,0.443250,0.470873,-0.035319,0.468609,0.512827,-0.045476,0.492489,0.551592,-0.054065,0.518710,0.497288,-0.016772,0.581786,0.486491,-0.036505,0.620908,0.481036,-0.051974,0.652702,0.481728,-0.062744,0.511550,0.544374,-0.019138,0.582640,0.563908,-0.037847,0.625445,0.577978,-0.052309,0.658585,0.590069,-0.061344,0.489819,0.580235,-0.024717,0.539496,0.609220,-0.056159,0.504186,0.584190,-0.061198,0.472826,0.567330,-0.056865,0.458460,0.609847,-0.031958,0.486129,0.623197,-0.063126,0.461344,0.592884,-0.064669,0.436176,0.571309,-0.058846
V,0.371610,0.525056,0.000000,0.402252,0.478165,-0.025534,0.446396,0.474366,-0.036425,0.472922,0.518507,-0.046815,0.496903,0.557889,-0.055598,0.522230,0.497034,-0.017576,0.586817,0.486936,-0.038936,0.628079,0.483164,-0.055093,0.661355,0.483903,-0.065942,0.514778,0.545604,-0.020129,0.586481,0.566533,-0.040334,0.631674,0.580238,-0.055491,0.666713,0.591735,-0.064370,0.492022,0.582649,-0.026003,0.542500,0.612542,-0.059278,0.507267,0.586491,-0.064019,0.475383,0.569517,-0.058460,0.459570,0.612373,-0.033563,0.488169,0.625137,-0.065906,0.463219,0.595389,-0.066970,0.437437,0.575278,-0.060043
V,0.375430,0.512639,0.000000,0.408375,0.466414,-0.028295,0.453612,0.460821,-0.040647,0.481738,0.505635,-0.052698,0.506073,0.548543,-0.062792,0.529668,0.487163,-0.018375,0.594686,0.475128,-0.042178,0.635242,0.471324,-0.059999,0.668736,0.471431,-0.072005,0.524436,0.538396,-0.020073,0.598302,0.557189,-0.042729,0.642647,0.572330,-0.058377,0.677658,0.584784,-0.067850,0.502381,0.578034,-0.025768,0.548698,0.606553,-0.059709,0.513610,0.577637,-0.064134,0.483731,0.555404,-0.058842,0.468998,0.610100,-0.033863,0.492310,0.619894,-0.064991,0.468257,0.584295,-0.066495,0.444603,0.556686,-0.060897
V,0.376512,0.515138,0.000000,0.407272,0.465897,-0.028069,0.452347,0.457897,-0.040792,0.480486,0.502435,-0.053080,0.504956,0.544445,-0.063565,0.529357,0.483381,-0.019270,0.593385,0.470052,-0.043369,0.634245,0.465832,-0.061239,0.667956,0.465860,-0.073221,0.524367,0.534706,-0.021694,0.598940,0.551771,-0.044757,0.644276,0.566321,-0.060402,0.679168,0.578573,-0.069395,0.502089,0.574114,-0.028045,0.550210,0.601482,-0.063302,0.513990,0.574393,-0.067749,0.483184,0.554720,-0.061865,0.468337,0.605850,-0.036564,0.492733,0.615675,-0.069389,0.467033,0.581554,-0.070920,0.442336,0.556489,-0.064741
V,0.375593,0.506454,0.000000,0.405848,0.456912,-0.029651,0.449195,0.447387,-0.043953,0.476253,0.490812,-0.057588,0.500837,0.533103,-0.069398,0.527365,0.474801,-0.023598,0.591005,0.462784,-0.048925,0.631492,0.458321,-0.067553,0.665260,0.457837,-0.080171,0.522243,0.526378,-0.025768,0.596529,0.542395,-0.049872,0.641960,0.554988,-0.066497,0.678087,0.565684,-0.076620,0.500141,0.566578,-0.031743,0.546800,0.591459,-0.066545,0.511101,0.563165,-0.071106,0.481179,0.542546,-0.065990,0.466349,0.599592,-0.040156,0.490047,0.606560,-0.072020,0.465076,0.571009,-0.073435,0.441310,0.544362,-0.067742
V,0.383783,0.505206,0.000000,0.414627,0.457918,-0.026971,0.458534,0.449428,-0.039981,0.486152,0.490582,-0.052780,0.509954,0.532048,-0.063962,0.535180,0.478131,-0.020922,0.599715,0.465777,-0.045034,0.640428,0.460080,-0.062875,0.673998,0.459814,-0.074759,0.528905,0.527276,-0.023755,0.602320,0.544264,-0.046519,0.648397,0.556995,-0.062008,0.684106,0.568008,-0.071052,0.506193,0.565642,-0.030192,0.554251,0.590919,-0.064032,0.518510,0.562367,-0.067786,0.487454,0.542717,-0.061758,0.472685,0.597135,-0.038732,0.499229,0.606811,-0.069890,0.474269,0.573144,-0.070271,0.449414,0.549374,-0.063428
V,0.385480,0.507471,0.000000,0.415523,0.459216,-0.027467,0.459444,0.450117,-0.040796,0.487687,0.490391,-0.053943,0.511784,0.531224,-0.065452,0.536755,0.478332,-0.020852,0.600928,0.466289,-0.045459,0.641759,0.461136,-0.063589,0.675266,0.460883,-0.075586,0.530886,0.527452,-0.023604,0.604422,0.544444,-0.046997,0.650158,0.556884,-0.062787,0.685423,0.567751,-0.071724,0.508461,0.565783,-0.030059,0.556202,0.589818,-0.064556,0.519840,0.561224,-0.068287,0.488445,0.542031,-0.061839,0.475192,0.597235,-0.038649,0.502209,0.606375,-0.070151,0.476556,0.573168,-0.070463,0.451135,0.550150,-0.063328
V,0.386169,0.506861,0.000000,0.416313,0.459329,-0.026122,0.460032,0.451364,-0.038373,0.488118,0.491908,-0.050765,0.513187,0.531478,-0.061334,0.538577,0.478938,-0.017503,0.601890,0.466276,-0.041572,0.642435,0.461093,-0.059568,0.675708,0.460210,-0.071452,0.532658,0.528073,-0.020869,0.606008,0.545136,-0.043864,0.652265,0.557494,-0.059829,0.687630,0.567664,-0.068814,0.509980,0.565878,-0.027988,0.558050,0.590236,-0.062103,0.521464,0.562165,-0.065529,0.490157,0.543437,-0.058803,0.476471,0.596478,-0.037192,0.503141,0.605883,-0.068083,0.477700,0.572682,-0.067994,0.452635,0.549867,-0.060595
V,0.387209,0.509995,0.000000,0.417217,0.461368,-0.028011,0.460983,0.452830,-0.041045,0.489460,0.494220,-0.053706,0.514025,0.535017,-0.064600,0.537867,0.480587,-0.019842,0.601078,0.468387,-0.044400,0.641280,0.464259,-0.062921,0.674531,0.464140,-0.075447,0.532927,0.530513,-0.022205,0.606141,0.546958,-0.045390,0.651164,0.559939,-0.061783,0.686018,0.570612,-0.071537,0.510944,0.568661,-0.028440,0.558858,0.593839,-0.062658,0.523777,0.566933,-0.067466,0.493508,0.547847,-0.062336,0.477772,0.599609,-0.036937,0.501851,0.607749,-0.068947,0.476784,0.573888,-0.070900,0.452308,0.549531,-0.065321
V,0.310708,0.488810,0.000000,0.341741,0.549638,-0.029801,0.405023,0.568994,-0.041382,0.450641,0.513015,-0.053326,0.486353,0.457014,-0.063999,0.494689,0.537793,-0.014928,0.568837,0.551156,-0.031842,0.614025,0.557171,-0.043191,0.655091,0.561486,-0.051990,0.488240,0.480094,-0.019310,0.571094,0.454284,-0.043378,0.620172,0.442631,-0.059926,0.662609,0.428026,-0.068134,0.464763,0.433142,-0.027947,0.500118,0.424957,-0.073338,0.452823,0.455310,-0.085960,0.420230,0.471582,-0.081705,0.432168,0.396871,-0.038035,0.448995,0.404472,-0.078128,0.411140,0.438384,-0.084750,0.382888,0.460124,-0.080856
V,0.311078,0.499907,0.000000,0.343035,0.559233,-0.029183,0.407253,0.579056,-0.040478,0.453989,0.524593,-0.052389,0.490348,0.469631,-0.063044,0.494920,0.548907,-0.014903,0.570954,0.562163,-0.032964,0.616897,0.568451,-0.044847,0.658438,0.573246,-0.053636,0.489079,0.491659,-0.019656,0.574104,0.466193,-0.044420,0.622515,0.454830,-0.060943,0.663142,0.440820,-0.068809,0.465861,0.444635,-0.028594,0.501869,0.435550,-0.074673,0.452527,0.464708,-0.086618,0.418269,0.480848,-0.081371,0.433288,0.407734,-0.038950,0.451045,0.413150,-0.079423,0.412356,0.445508,-0.085443,0.383184,0.466295,-0.080684
V,0.314410,0.502966,0.000001,0.344941,0.565409,-0.032278,0.406377,0.585157,-0.045123,0.451090,0.530070,-0.057542,0.486848,0.476503,-0.068548,0.497269,0.551031,-0.020680,0.570955,0.567445,-0.038459,0.615799,0.576106,-0.049844,0.655873,0.583342,-0.058261,0.491511,0.493899,-0.023348,0.573141,0.471976,-0.046387,0.621774,0.464679,-0.061758,0.661934,0.453997,-0.069466,0.467792,0.446890,-0.030252,0.502577,0.442484,-0.073126,0.457586,0.472144,-0.084784,0.425669,0.487406,-0.080671,0.434732,0.410029,-0.038890,0.452631,0.419661,-0.076737,0.416827,0.452851,-0.082787,0.389620,0.473630,-0.078855
V,0.314567,0.512057,0.000000,0.345252,0.575844,-0.032452,0.406322,0.598765,-0.045788,0.451905,0.543747,-0.059349,0.488511,0.489740,-0.071507,0.498454,0.563081,-0.018976,0.573373,0.579173,-0.039124,0.619293,0.586604,-0.052144,0.660305,0.592904,-0.061316,0.493099,0.505366,-0.022884,0.576931,0.484449,-0.048918,0.625890,0.476340,-0.065909,0.666888,0.465561,-0.073894,0.469936,0.458504,-0.031328,0.503866,0.450539,-0.078058,0.454110,0.478922,-0.089827,0.419552,0.495481,-0.084256,0.437034,0.421085,-0.041564,0.455220,0.426817,-0.081406,0.417218,0.459193,-0.086815,0.388309,0.481151,-0.081592
V,0.316622,0.506324,0.000000,0.348436,0.571247,-0.030569,0.408205,0.591860,-0.043916,0.451903,0.538802,-0.057803,0.486978,0.486408,-0.070493,0.500865,0.552795,-0.019963,0.576565,0.569852,-0.039925,0.622203,0.578609,-0.052874,0.663141,0.586556,-0.062087,0.494388,0.496470,-0.024625,0.577660,0.475109,-0.049808,0.627392,0.466617,-0.066551,0.668564,0.456026,-0.074951,0.470088,0.450487,-0.033438,0.505497,0.444828,-0.077510,0.459493,0.473434,-0.088283,0.426149,0.490104,-0.083161,0.435586,0.414397,-0.043961,0.456555,0.419027,-0.080916,0.421507,0.452372,-0.084908,0.393026,0.475181,-0.079384
V,0.313951,0.504645,0.000000,0.345582,0.566219,-0.029978,0.406666,0.588775,-0.041925,0.452491,0.534473,-0.054516,0.488709,0.479910,-0.065939,0.496949,0.554993,-0.017152,0.572410,0.572199,-0.035682,0.618067,0.580215,-0.047690,0.659349,0.587001,-0.056430,0.491210,0.496688,-0.021437,0.574501,0.473086,-0.046428,0.623862,0.461861,-0.063083,0.664985,0.448884,-0.071126,0.468315,0.449340,-0.029862,0.500699,0.443669,-0.074783,0.452598,0.471400,-0.086534,0.418701,0.486946,-0.081528,0.435987,0.412691,-0.039860,0.451716,0.419151,-0.078105,0.414846,0.451468,-0.083396,0.386278,0.473112,-0.078483
V,0.308226,0.508617,0.000000,0.339724,0.570374,-0.032019,0.402522,0.590192,-0.044869,0.447289,0.535261,-0.057942,0.483589,0.479584,-0.069432,0.494403,0.557347,-0.018394,0.569123,0.573480,-0.037355,0.614989,0.581697,-0.049681,0.656358,0.588232,-0.058792,0.488648,0.498543,-0.022367,0.571400,0.474770,-0.047792,0.620840,0.464875,-0.064718,0.662046,0.452645,-0.073046,0.464994,0.450570,-0.030753,0.500426,0.443506,-0.076587,0.451332,0.472089,-0.088177,0.417136,0.487937,-0.082966,0.431386,0.413672,-0.040954,0.447539,0.421638,-0.080682,0.409813,0.455008,-0.086691,0.381695,0.477175,-0.082139
V,0.311664,0.509234,0.000000,0.342659,0.572950,-0.031420,0.403555,0.594874,-0.044414,0.446254,0.540354,-0.057524,0.481277,0.485702,-0.069531,0.495228,0.556271,-0.019079,0.570506,0.571448,-0.037505,0.615570,0.580053,-0.049583,0.656555,0.586911,-0.058335,0.487968,0.500213,-0.023080,0.571254,0.476284,-0.047162,0.620089,0.467123,-0.063347,0.661908,0.454687,-0.071233,0.463311,0.454063,-0.031350,0.497734,0.450296,-0.075858,0.450440,0.479527,-0.086728,0.418894,0.495165,-0.081346,0.429605,0.417460,-0.041247,0.451110,0.423425,-0.079072,0.414562,0.456540,-0.082958,0.387014,0.477891,-0.077182
V,0.311365,0.513706,0.000000,0.343516,0.576625,-0.031930,0.404595,0.596514,-0.044212,0.448505,0.541578,-0.056670,0.484160,0.490484,-0.067612,0.498025,0.559978,-0.017265,0.570766,0.575031,-0.036374,0.616375,0.581768,-0.048846,0.656650,0.586693,-0.057457,0.491473,0.502602,-0.020845,0.573585,0.480118,-0.045387,0.623388,0.471865,-0.062154,0.664361,0.460984,-0.070096,0.466764,0.455907,-0.028933,0.499343,0.447807,-0.074038,0.451853,0.476659,-0.086080,0.418457,0.493194,-0.080885,0.432265,0.418511,-0.038754,0.451110,0.424348,-0.076921,0.414931,0.457012,-0.081925,0.386972,0.479146,-0.076522
V,0.309081,0.516206,0.000001,0.341434,0.583019,-0.032793,0.403993,0.604909,-0.047342,0.448129,0.548229,-0.061911,0.484936,0.493289,-0.075537,0.495329,0.564271,-0.021533,0.571218,0.579578,-0.041560,0.616582,0.588885,-0.055230,0.657503,0.597393,-0.065137,0.486899,0.507551,-0.025878,0.569719,0.484825,-0.052311,0.619792,0.477518,-0.070218,0.662618,0.467294,-0.079299,0.461795,0.460945,-0.034618,0.497494,0.456248,-0.081612,0.449330,0.486127,-0.093393,0.415659,0.502844,-0.088286,0.428091,0.424251,-0.045048,0.451106,0.428794,-0.084766,0.414639,0.461625,-0.089235,0.385851,0.483234,-0.083682
V,0.310549,0.517064,0.000001,0.341588,0.583189,-0.032651,0.403682,0.606364,-0.046578,0.447261,0.551147,-0.060385,0.484091,0.496511,-0.073219,0.495572,0.566342,-0.020816,0.571836,0.581802,-0.039705,0.617454,0.591018,-0.052322,0.658358,0.599303,-0.061385,0.487568,0.510139,-0.024857,0.571558,0.488042,-0.049292,0.621476,0.481184,-0.066007,0.664058,0.470871,-0.074245,0.462446,0.463750,-0.033242,0.499225,0.458370,-0.078846,0.451067,0.487433,-0.090296,0.418057,0.502936,-0.085054,0.428346,0.426620,-0.043261,0.452472,0.431384,-0.082355,0.415353,0.463636,-0.086427,0.386525,0.484070,-0.080530
V,0.311776,0.516609,0.000001,0.342018,0.581701,-0.031010,0.402683,0.605388,-0.044844,0.446337,0.553121,-0.059103,0.481956,0.499172,-0.072386,0.495611,0.566060,-0.020740,0.572443,0.581424,-0.040838,0.618463,0.590703,-0.053984,0.659984,0.598999,-0.063358,0.488766,0.509678,-0.025712,0.572972,0.487696,-0.051841,0.622910,0.480395,-0.069081,0.665520,0.470121,-0.077489,0.464834,0.463057,-0.034792,0.501512,0.459226,-0.081034,0.452799,0.488015,-0.091960,0.419056,0.503209,-0.086241,0.431485,0.425605,-0.045460,0.452492,0.432354,-0.084850,0.414679,0.464842,-0.088944,0.385771,0.484908,-0.082923
V,0.310726,0.514131,0.000001,0.342217,0.578353,-0.033708,0.403804,0.596679,-0.048079,0.447242,0.542690,-0.062158,0.483597,0.492100,-0.074743,0.496465,0.559545,-0.022518,0.571421,0.574136,-0.042806,0.617494,0.582352,-0.055660,0.658187,0.589421,-0.064649,0.489648,0.502322,-0.026083,0.572920,0.478606,-0.051813,0.622676,0.470819,-0.068525,0.664074,0.460141,-0.076559,0.464639,0.455259,-0.034094,0.500589,0.448231,-0.080464,0.452725,0.478619,-0.091679,0.419232,0.495159,-0.086083,0.429798,0.417489,-0.043940,0.450678,0.423910,-0.083945,0.413625,0.457260,-0.088912,0.385420,0.478328,-0.083407
V,0.310289,0.514441,0.000001,0.341906,0.578164,-0.033055,0.403089,0.597143,-0.046888,0.445978,0.542946,-0.060595,0.482056,0.492431,-0.072832,0.495912,0.559181,-0.021103,0.570554,0.573168,-0.040863,0.616388,0.581088,-0.053409,0.656790,0.587627,-0.062088,0.488843,0.502053,-0.024741,0.571330,0.478398,-0.049927,0.620938,0.470131,-0.066459,0.662179,0.459122,-0.074285,0.463859,0.455347,-0.032820,0.497461,0.449570,-0.078591,0.449358,0.479687,-0.089682,0.416194,0.496153,-0.083947,0.429162,0.417777,-0.042682,0.450267,0.424253,-0.081551,0.413324,0.457764,-0.085837,0.385077,0.479224,-0.079910
V,0.312032,0.516399,0.000001,0.345614,0.582648,-0.030223,0.404782,0.605615,-0.044687,0.447028,0.551351,-0.059654,0.480627,0.496405,-0.073820,0.497595,0.562348,-0.023075,0.573275,0.577381,-0.042879,0.618566,0.585353,-0.056101,0.659540,0.593150,-0.065808,0.489795,0.504924,-0.028475,0.573079,0.482501,-0.053954,0.622849,0.473813,-0.071073,0.664647,0.463127,-0.080159,0.464776,0.457951,-0.037682,0.500073,0.457734,-0.081955,0.453989,0.488413,-0.092864,0.420947,0.504255,-0.088357,0.430594,0.421028,-0.048503,0.452051,0.430214,-0.085662,0.416390,0.464720,-0.089472,0.387794,0.486422,-0.084174
V,0.312006,0.518517,0.000000,0.343322,0.583282,-0.028759,0.403467,0.607946,-0.041071,0.447999,0.555779,-0.054501,0.481697,0.500071,-0.066766,0.498333,0.569278,-0.016974,0.572716,0.586508,-0.036627,0.618378,0.593967,-0.049603,0.659228,0.600919,-0.058943,0.492709,0.511853,-0.022746,0.575743,0.491686,-0.048586,0.625285,0.483763,-0.066106,0.666349,0.474851,-0.074953,0.469772,0.464931,-0.032555,0.504097,0.460475,-0.077607,0.457071,0.486717,-0.089341,0.422712,0.501272,-0.084604,0.436382,0.428232,-0.043971,0.452946,0.435367,-0.082016,0.416128,0.467884,-0.087160,0.386380,0.489733,-0.082236
V,0.319635,0.513536,0.000001,0.352219,0.577075,-0.030999,0.412173,0.601015,-0.043846,0.456799,0.550208,-0.057206,0.492578,0.499789,-0.068986,0.504539,0.574166,-0.017200,0.575783,0.595706,-0.036232,0.620802,0.606894,-0.049238,0.659774,0.615438,-0.058259,0.498735,0.517046,-0.021218,0.580738,0.503522,-0.046740,0.631033,0.504440,-0.065000,0.671285,0.502004,-0.074370,0.476125,0.467453,-0.029474,0.506937,0.467650,-0.073811,0.460470,0.494232,-0.086185,0.427977,0.507568,-0.081772,0.444866,0.426799,-0.039531,0.465721,0.439128,-0.075833,0.429744,0.468491,-0.080431,0.400704,0.486818,-0.075366
V,0.321183,0.494762,0.000000,0.353207,0.559640,-0.026189,0.412261,0.590869,-0.036387,0.461181,0.541282,-0.048044,0.498475,0.486191,-0.058591,0.504952,0.567188,-0.010015,0.575630,0.590721,-0.026581,0.619080,0.602662,-0.038396,0.658745,0.613364,-0.047456,0.502258,0.510390,-0.016104,0.584827,0.501437,-0.039367,0.632882,0.499201,-0.056259,0.674132,0.494945,-0.065253,0.482142,0.461634,-0.026358,0.514252,0.457653,-0.069064,0.466917,0.479050,-0.082053,0.433363,0.491881,-0.078803,0.452708,0.422722,-0.038014,0.469892,0.429902,-0.072518,0.432927,0.455977,-0.077600,0.403694,0.474490,-0.073881
V,0.322271,0.490105,0.000000,0.353267,0.556089,-0.026268,0.410471,0.585739,-0.037401,0.459723,0.535386,-0.050037,0.496656,0.481719,-0.061684,0.501590,0.562571,-0.013456,0.572011,0.588523,-0.031695,0.615447,0.600962,-0.044354,0.654727,0.612483,-0.053510,0.499686,0.505576,-0.019362,0.581796,0.497340,-0.043471,0.630878,0.497061,-0.060961,0.671677,0.495468,-0.070377,0.480712,0.456956,-0.029106,0.508608,0.454812,-0.070789,0.463683,0.475859,-0.083293,0.430506,0.487577,-0.080002,0.451835,0.418651,-0.040355,0.468471,0.423851,-0.073286,0.433408,0.449983,-0.077231,0.403069,0.468527,-0.072652
V,0.321477,0.492580,0.000000,0.352854,0.557882,-0.025579,0.411716,0.587254,-0.035795,0.461265,0.537800,-0.047578,0.499156,0.485562,-0.058306,0.500911,0.565213,-0.010276,0.570790,0.592394,-0.027066,0.613239,0.606324,-0.038914,0.651725,0.618995,-0.047704,0.498805,0.509078,-0.016212,0.581395,0.500792,-0.038972,0.629937,0.500352,-0.055666,0.670476,0.497859,-0.064663,0.479795,0.460900,-0.026150,0.510935,0.459370,-0.067346,0.465503,0.480309,-0.079140,0.432401,0.491532,-0.075398,0.451446,0.422458,-0.037550,0.471000,0.427355,-0.070757,0.435437,0.451874,-0.074431,0.405154,0.468638,-0.069617
V,0.321051,0.498451,0.000000,0.350381,0.563546,-0.027734,0.406383,0.590548,-0.038844,0.453261,0.542010,-0.050801,0.489247,0.493514,-0.061607,0.498167,0.570168,-0.015784,0.567633,0.595761,-0.033403,0.611389,0.608924,-0.045353,0.650663,0.620558,-0.054145,0.496456,0.513811,-0.020380,0.576848,0.504627,-0.042880,0.625474,0.504858,-0.058833,0.665404,0.503188,-0.067560,0.477079,0.464867,-0.028940,0.508672,0.465389,-0.069647,0.465735,0.485156,-0.081714,0.433780,0.494148,-0.078622,0.447419,0.424930,-0.039156,0.463399,0.433259,-0.073501,0.428621,0.459666,-0.078977,0.399341,0.477012,-0.075388
V,0.320934,0.504494,0.000001,0.349700,0.567123,-0.031837,0.407569,0.592626,-0.044509,0.452122,0.544559,-0.056692,0.489342,0.498908,-0.067380,0.497206,0.576117,-0.019329,0.565049,0.602833,-0.037247,0.607789,0.618359,-0.049119,0.644868,0.630335,-0.057348,0.494415,0.519722,-0.022301,0.575480,0.511346,-0.045533,0.624007,0.513295,-0.061614,0.663348,0.511197,-0.069538,0.473866,0.469474,-0.029505,0.506646,0.469176,-0.071908,0.463694,0.489923,-0.083976,0.434838,0.499718,-0.080050,0.444229,0.427179,-0.038460,0.464701,0.436140,-0.074876,0.428584,0.461525,-0.079895,0.400707,0.477926,-0.075249
V,0.322426,0.502578,0.000000,0.350885,0.565335,-0.029106,0.406587,0.592002,-0.040836,0.452202,0.545229,-0.053000,0.488561,0.499021,-0.063809,0.497347,0.574961,-0.017533,0.565683,0.602059,-0.035794,0.609103,0.616734,-0.047889,0.647545,0.628226,-0.056213,0.496231,0.519338,-0.021415,0.576634,0.511688,-0.044541,0.625406,0.514349,-0.060870,0.664974,0.513790,-0.069279,0.477300,0.470031,-0.029183,0.506940,0.469189,-0.070601,0.463181,0.488829,-0.082706,0.431581,0.497618,-0.078985,0.448267,0.429378,-0.038609,0.465049,0.438077,-0.073273,0.429555,0.463773,-0.078101,0.399807,0.480226,-0.073510
V,0.319330,0.492957,0.000000,0.350370,0.557358,-0.026431,0.409244,0.586386,-0.037065,0.457568,0.537712,-0.049103,0.495980,0.486030,-0.060032,0.497375,0.565973,-0.011756,0.567070,0.593397,-0.028903,0.609903,0.606699,-0.040666,0.648648,0.617893,-0.049169,0.495634,0.509551,-0.017468,0.578714,0.501751,-0.040832,0.628094,0.501259,-0.057646,0.669545,0.497813,-0.066330,0.476960,0.460613,-0.027178,0.507778,0.458079,-0.069333,0.460753,0.479847,-0.081301,0.427542,0.492032,-0.077181,0.449006,0.421063,-0.038365,0.467946,0.426737,-0.072296,0.431547,0.452175,-0.076124,0.401520,0.469932,-0.071147
W,0.364975,0.470179,0.000000,0.374740,0.508220,-0.021453,0.406665,0.524632,-0.028761,0.433820,0.489494,-0.033152,0.455904,0.458092,-0.038045,0.478800,0.527038,-0.021343,0.527803,0.546547,-0.030974,0.556779,0.558703,-0.038135,0.584619,0.570500,-0.043836,0.484687,0.491019,-0.022943,0.541281,0.495173,-0.030188,0.574949,0.495767,-0.039663,0.603895,0.498921,-0.046438,0.476065,0.457638,-0.026773,0.524131,0.447335,-0.045485,0.555252,0.440737,-0.062684,0.585449,0.437176,-0.073445,0.455661,0.427552,-0.031599,0.466369,0.433699,-0.051796,0.443247,0.444449,-0.058118,0.421946,0.450382,-0.060870
W,0.361598,0.469695,0.000000,0.372777,0.509734,-0.019810,0.404663,0.528903,-0.027064,0.430519,0.493791,-0.032150,0.451173,0.459460,-0.037932,0.477237,0.527347,-0.019308,0.525554,0.547374,-0.028864,0.555490,0.560209,-0.036262,0.583929,0.571297,-0.042300,0.483346,0.488404,-0.021682,0.540103,0.489623,-0.029946,0.574324,0.490760,-0.040337,0.603448,0.494223,-0.047801,0.473916,0.454352,-0.026008,0.521812,0.441586,-0.045001,0.552053,0.435682,-0.061985,0.580151,0.431465,-0.072640,0.452716,0.425079,-0.031230,0.463944,0.434805,-0.051860,0.441460,0.447614,-0.058378,0.420374,0.455388,-0.061194
W,0.357540,0.469562,0.000000,0.369244,0.508493,-0.020439,0.401571,0.526544,-0.027850,0.427498,0.490677,-0.032875,0.447967,0.455871,-0.038491,0.472905,0.525842,-0.019488,0.521103,0.544666,-0.028782,0.551306,0.556294,-0.035879,0.579714,0.566379,-0.041747,0.479125,0.487338,-0.021388,0.535810,0.488057,-0.029969,0.569898,0.489114,-0.040096,0.598844,0.492485,-0.047196,0.469969,0.453932,-0.025273,0.518259,0.440254,-0.044429,0.548331,0.434921,-0.060962,0.576179,0.431299,-0.071216,0.449022,0.425244,-0.030119,0.461633,0.433888,-0.050782,0.439138,0.445882,-0.056929,0.417798,0.453028,-0.059424
W,0.361947,0.472631,0.000000,0.372758,0.510655,-0.019138,0.404961,0.526380,-0.026109,0.430501,0.491241,-0.030922,0.450693,0.459731,-0.036469,0.474633,0.527241,-0.017483,0.523143,0.544730,-0.026640,0.552546,0.556808,-0.034084,0.580085,0.568861,-0.040034,0.480308,0.489308,-0.019869,0.536458,0.490232,-0.027199,0.571210,0.491727,-0.036731,0.599904,0.496902,-0.043406,0.471036,0.455848,-0.024318,0.520786,0.443473,-0.042945,0.551875,0.438049,-0.059807,0.579756,0.435895,-0.070347,0.449778,0.427297,-0.029577,0.464451,0.433463,-0.051118,0.441423,0.443353,-0.057553,0.419109,0.450794,-0.059987
